location	Township	range	meridian	rate								
8501605	85	16	5	0,04								
8501606	85	16	6	0,04								
8501705	85	17	5	0,04								
8501805	85	18	5	0,04								
8501905	85	19	5	0,05								
8502005	85	20	5	0,04								
8502105	85	21	5	0,04								
8502205	85	22	5	0,05								
8502305	85	23	5	0,04								
8502405	85	24	5	0,04								
8502505	85	25	5	0,04								
8502605	85	26	5	0,04								
8600106	86	1	6	0,04								
8600206	86	2	6	0,05								
8600306	86	3	6	0,04								
8600406	86	4	6	0,05								
8600506	86	5	6	0,04								
8600606	86	6	6	0,04								
8600706	86	7	6	0,04								
8600806	86	8	6	0,04								
8600906	86	9	6	0,05								
8601006	86	10	6	0,05								
8601106	86	11	6	0,06								
8601206	86	12	6	0,05								
8601306	86	13	6	0,05								
8601406	86	14	6	0,05								
8601505	86	15	5	0,05								
8601506	86	15	6	0,05								
8601605	86	16	5	0,05								
8601606	86	16	6	0,05								
8601705	86	17	5	0,05								
8601805	86	18	5	0,05								
8601905	86	19	5	0,05								
8602005	86	20	5	0,05								
8602105	86	21	5	0,05								
8602205	86	22	5	0,05								
8602305	86	23	5	0,05								
8602405	86	24	5	0,04								
8602505	86	25	5	0,04								
8602605	86	26	5	0,04								
8700106	87	1	6	0,04								
8700206	87	2	6	0,05								
8700306	87	3	6	0,05								
8700406	87	4	6	0,05								
8700506	87	5	6	0,05								
8700606	87	6	6	0,04								
8700706	87	7	6	0,04								
8700806	87	8	6	0,05								
8700906	87	9	6	0,05								
8701006	87	10	6	0,05								
8701106	87	11	6	0,05								
8701206	87	12	6	0,05								
8701306	87	13	6	0,05								
8701505	87	15	5	0,05								
8701605	87	16	5	0,05								
8701705	87	17	5	0,05								
8701805	87	18	5	0,05								
8701905	87	19	5	0,05								
8702005	87	20	5	0,05								
8702105	87	21	5	0,05								
8702205	87	22	5	0,05								
8702305	87	23	5	0,05								
8702405	87	24	5	0,05								
8702505	87	25	5	0,05								
8702605	87	26	5	0,04								
8800106	88	1	6	0,05								
8800206	88	2	6	0,05								
8800306	88	3	6	0,05								
8800406	88	4	6	0,05								
8800506	88	5	6	0,05								
8800606	88	6	6	0,05								
8800706	88	7	6	0,05								
8800806	88	8	6	0,06								
8800906	88	9	6	0,06								
8801006	88	10	6	0,05								
8801106	88	11	6	0,05								
8801206	88	12	6	0,05								
8801306	88	13	6	0,05								
8801505	88	15	5	0,05								
8801605	88	16	5	0,05								
8801705	88	17	5	0,05								
8801805	88	18	5	0,05								
8801905	88	19	5	0,05								
8802005	88	20	5	0,05								
8802105	88	21	5	0,04								
8802205	88	22	5	0,05								
8802305	88	23	5	0,05								
8802405	88	24	5	0,05								
8802505	88	25	5	0,05								
8802605	88	26	5	0,05								
8900106	89	1	6	0,05								
8900206	89	2	6	0,05								
8900306	89	3	6	0,05								
8900406	89	4	6	0,05								
8900506	89	5	6	0,05								
8900606	89	6	6	0,05								
8900706	89	7	6	0,05								
8900806	89	8	6	0,06								
8900906	89	9	6	0,06								
8901006	89	10	6	0,06								
8901106	89	11	6	0,05								
8901206	89	12	6	0,05								
8901306	89	13	6	0,05								
8901505	89	15	5	0,05								
8901605	89	16	5	0,05								
8901705	89	17	5	0,05								
8901805	89	18	5	0,05								
8901905	89	19	5	0,05								
8902005	89	20	5	0,05								
8902105	89	21	5	0,04								
8902205	89	22	5	0,04								
8902305	89	23	5	0,04								
8902405	89	24	5	0,05								
8902505	89	25	5	0,05								
8902605	89	26	5	0,05								
9000106	90	1	6	0,05								
9000206	90	2	6	0,05								
9000306	90	3	6	0,05								
9000406	90	4	6	0,05								
9000506	90	5	6	0,05								
9000606	90	6	6	0,05								
9000706	90	7	6	0,05								
9000806	90	8	6	0,06								
9000906	90	9	6	0,06								
9001006	90	10	6	0,05								
9001106	90	11	6	0,05								
9001206	90	12	6	0,05								
9001705	90	17	5	0,05								
9001805	90	18	5	0,05								
9001905	90	19	5	0,05								
9002005	90	20	5	0,05								
9002105	90	21	5	0,04								
9002205	90	22	5	0,04								
9002305	90	23	5	0,04								
9002405	90	24	5	0,05								
9002505	90	25	5	0,05								
9002605	90	26	5	0,05								
9100106	91	1	6	0,05								
9100206	91	2	6	0,05								
9100306	91	3	6	0,05								
9100406	91	4	6	0,05								
9100506	91	5	6	0,05								
9100606	91	6	6	0,05								
9100706	91	7	6	0,05								
9100806	91	8	6	0,05								
9100906	91	9	6	0,06								
9101006	91	10	6	0,05								
9101106	91	11	6	0,05								
9101206	91	12	6	0,05								
9101605	91	16	5	0,05								
9101705	91	17	5	0,05								
9101805	91	18	5	0,05								
9101905	91	19	5	0,05								
9102005	91	20	5	0,05								
9102105	91	21	5	0,04								
9102205	91	22	5	0,04								
9102305	91	23	5	0,04								
9102405	91	24	5	0,05								
9102505	91	25	5	0,05								
9200106	92	1	6	0,05								
9200206	92	2	6	0,05								
9200306	92	3	6	0,05								
9201605	92	16	5	0,05								
9201705	92	17	5	0,05								
9201805	92	18	5	0,05								
9201905	92	19	5	0,05								
9202005	92	20	5	0,04								
9202105	92	21	5	0,04								
9202205	92	22	5	0,04								
9202305	92	23	5	0,03								
9202405	92	24	5	0,05								
9202505	92	25	5	0,05								
9300106	93	1	6	0,05								
9300206	93	2	6	0,05								
9300306	93	3	6	0,05								
9301605	93	16	5	0,05								
9301705	93	17	5	0,05								
9301805	93	18	5	0,05								
9301905	93	19	5	0,05								
9302005	93	20	5	0,05								
9302105	93	21	5	0,05								
9302205	93	22	5	0,04								
9302305	93	23	5	0,04								
9302405	93	24	5	0,05								
9302505	93	25	5	0,05								
9400106	94	1	6	0,05								
9400206	94	2	6	0,05								
9400306	94	3	6	0,05								
9401605	94	16	5	0,05								
9401705	94	17	5	0,05								
9401805	94	18	5	0,05								
9401905	94	19	5	0,05								
9402005	94	20	5	0,05								
9402105	94	21	5	0,05								
9402205	94	22	5	0,04								
9402305	94	23	5	0,05								
9402405	94	24	5	0,05								
9402505	94	25	5	0,05								
9500106	95	1	6	0,05								
9500206	95	2	6	0,05								
9500306	95	3	6	0,05								
9501605	95	16	5	0,05								
9501705	95	17	5	0,05								
9501805	95	18	5	0,05								
9501905	95	19	5	0,05								
9502005	95	20	5	0,03								
9502105	95	21	5	0,04								
9502205	95	22	5	0,05								
9502305	95	23	5	0,05								
9502405	95	24	5	0,05								
9502505	95	25	5	0,05								
9600106	96	1	6	0,05								
9600206	96	2	6	0,05								
9600306	96	3	6	0,05								
9601605	96	16	5	0,05								
9601705	96	17	5	0,05								
9601805	96	18	5	0,05								
9601905	96	19	5	0,05								
9602005	96	20	5	0,03								
9602105	96	21	5	0,04								
9602205	96	22	5	0,05								
9602305	96	23	5	0,06								
9602405	96	24	5	0,05								
9602505	96	25	5	0,05								
9700106	97	1	6	0,05								
9700206	97	2	6	0,05								
9700306	97	3	6	0,05								
9700406	97	4	6	0,05								
9701605	97	16	5	0,05								
9701705	97	17	5	0,05								
9701805	97	18	5	0,05								
9701905	97	19	5	0,05								
9702005	97	20	5	0,05								
9702105	97	21	5	0,05								
9702205	97	22	5	0,05								
9702305	97	23	5	0,05								
9702405	97	24	5	0,06								
9702505	97	25	5	0,05								
9800106	98	1	6	0,05								
9800206	98	2	6	0,05								
9800306	98	3	6	0,05								
9800406	98	4	6	0,05								
9801305	98	13	5	0,05								
9801405	98	14	5	0,05								
9801505	98	15	5	0,05								
9801605	98	16	5	0,05								
9801705	98	17	5	0,05								
9801805	98	18	5	0,05								
9801905	98	19	5	0,05								
9802005	98	20	5	0,05								
9802105	98	21	5	0,05								
9802205	98	22	5	0,05								
9802305	98	23	5	0,05								
9802405	98	24	5	0,05								
9802505	98	25	5	0,05								
9900106	99	1	6	0,05								
9900206	99	2	6	0,05								
9900306	99	3	6	0,05								
9900406	99	4	6	0,05								
9901305	99	13	5	0,05								
9901405	99	14	5	0,05								
9901505	99	15	5	0,05								
9901605	99	16	5	0,05								
9901705	99	17	5	0,05								
9901805	99	18	5	0,05								
9901905	99	19	5	0,05								
9902005	99	20	5	0,05								
9902105	99	21	5	0,05								
9902205	99	22	5	0,05								
9902305	99	23	5	0,05								
9902405	99	24	5	0,05								
9902505	99	25	5	0,05								
10000106	100	1	6	0,05								
10000206	100	2	6	0,05								
10000306	100	3	6	0,05								
10000406	100	4	6	0,05								
10001005	100	10	5	0,05								
10001105	100	11	5	0,05								
10001205	100	12	5	0,05								
10001305	100	13	5	0,05								
10001405	100	14	5	0,05								
10001505	100	15	5	0,05								
10001605	100	16	5	0,05								
10001705	100	17	5	0,05								
10001805	100	18	5	0,05								
10001905	100	19	5	0,05								
10002005	100	20	5	0,05								
10002105	100	21	5	0,05								
10002205	100	22	5	0,05								
10002305	100	23	5	0,05								
10002405	100	24	5	0,05								
10002505	100	25	5	0,05								
10100106	101	1	6	0,05								
10100206	101	2	6	0,05								
10100306	101	3	6	0,05								
10100406	101	4	6	0,05								
10100905	101	9	5	0,05								
10101005	101	10	5	0,05								
10101105	101	11	5	0,05								
10101205	101	12	5	0,05								
10101305	101	13	5	0,05								
10101405	101	14	5	0,05								
10101505	101	15	5	0,05								
10101605	101	16	5	0,05								
10101705	101	17	5	0,05								
10101805	101	18	5	0,05								
10101905	101	19	5	0,05								
10102005	101	20	5	0,05								
10102105	101	21	5	0,05								
10102205	101	22	5	0,05								
10102305	101	23	5	0,05								
10102405	101	24	5	0,05								
10102505	101	25	5	0,05								
10200106	102	1	6	0,05								
10200206	102	2	6	0,05								
10200306	102	3	6	0,05								
10200406	102	4	6	0,05								
10200805	102	8	5	0,05								
10200905	102	9	5	0,05								
10201005	102	10	5	0,05								
10201105	102	11	5	0,05								
10201205	102	12	5	0,05								
10201305	102	13	5	0,05								
10201405	102	14	5	0,05								
10201505	102	15	5	0,05								
10201605	102	16	5	0,05								
10201705	102	17	5	0,04								
10201805	102	18	5	0,05								
10201905	102	19	5	0,04								
10202005	102	20	5	0,05								
10202105	102	21	5	0,05								
10202205	102	22	5	0,05								
10202305	102	23	5	0,05								
10202405	102	24	5	0,05								
10202505	102	25	5	0,05								
10300106	103	1	6	0,05								
10300206	103	2	6	0,05								
10300306	103	3	6	0,05								
10300406	103	4	6	0,05								
10300805	103	8	5	0,05								
10300905	103	9	5	0,05								
10301005	103	10	5	0,05								
10301105	103	11	5	0,05								
10301205	103	12	5	0,05								
10301305	103	13	5	0,04								
10301405	103	14	5	0,05								
10301505	103	15	5	0,05								
10301605	103	16	5	0,04								
10301705	103	17	5	0,05								
10301805	103	18	5	0,05								
10301905	103	19	5	0,04								
10302005	103	20	5	0,04								
10302105	103	21	5	0,05								
10302205	103	22	5	0,05								
10302305	103	23	5	0,05								
10302405	103	24	5	0,05								
10302505	103	25	5	0,05								
10400106	104	1	6	0,05								
10400206	104	2	6	0,05								
10400306	104	3	6	0,05								
10400406	104	4	6	0,05								
10400805	104	8	5	0,05								
10400905	104	9	5	0,05								
10401005	104	10	5	0,05								
10401105	104	11	5	0,05								
10401205	104	12	5	0,05								
10401305	104	13	5	0,05								
10401405	104	14	5	0,03								
10401505	104	15	5	0,04								
10401605	104	16	5	0,04								
10401705	104	17	5	0,04								
10401805	104	18	5	0,04								
10401905	104	19	5	0,04								
10402005	104	20	5	0,04								
10402105	104	21	5	0,04								
10402205	104	22	5	0,04								
10402305	104	23	5	0,05								
10402405	104	24	5	0,05								
10402505	104	25	5	0,05								
10500106	105	1	6	0,05								
10500206	105	2	6	0,05								
10500306	105	3	6	0,05								
10500406	105	4	6	0,05								
10500605	105	6	5	0,05								
10500705	105	7	5	0,05								
10500805	105	8	5	0,05								
10500905	105	9	5	0,05								
10501005	105	10	5	0,04								
10501105	105	11	5	0,04								
10501205	105	12	5	0,05								
10501305	105	13	5	0,04								
10501405	105	14	5	0,03								
10501505	105	15	5	0,03								
10501605	105	16	5	0,04								
10501705	105	17	5	0,04								
10501805	105	18	5	0,04								
10501905	105	19	5	0,04								
10502005	105	20	5	0,04								
10502105	105	21	5	0,04								
10502205	105	22	5	0,04								
10502305	105	23	5	0,04								
10502405	105	24	5	0,04								
10502505	105	25	5	0,05								
10600106	106	1	6	0,05								
10600206	106	2	6	0,05								
10600306	106	3	6	0,05								
10600406	106	4	6	0,05								
10600605	106	6	5	0,05								
10600705	106	7	5	0,05								
10600805	106	8	5	0,05								
10600905	106	9	5	0,05								
10601005	106	10	5	0,05								
10601105	106	11	5	0,04								
10601205	106	12	5	0,04								
10601305	106	13	5	0,03								
10601405	106	14	5	0,03								
10601505	106	15	5	0,03								
10601605	106	16	5	0,05								
10601705	106	17	5	0,04								
10601805	106	18	5	0,04								
10601905	106	19	5	0,04								
10602005	106	20	5	0,04								
10602105	106	21	5	0,04								
10602205	106	22	5	0,04								
10602305	106	23	5	0,04								
10602405	106	24	5	0,04								
10700605	107	6	5	0,05								
10700705	107	7	5	0,05								
10700805	107	8	5	0,05								
10700905	107	9	5	0,05								
10701005	107	10	5	0,05								
10701105	107	11	5	0,05								
10701205	107	12	5	0,04								
10701305	107	13	5	0,03								
10701405	107	14	5	0,03								
10701505	107	15	5	0,04								
10701605	107	16	5	0,05								
10701705	107	17	5	0,04								
10701805	107	18	5	0,04								
10701905	107	19	5	0,04								
10702005	107	20	5	0,04								
10702105	107	21	5	0,04								
10702205	107	22	5	0,04								
10800605	108	6	5	0,05								
10800705	108	7	5	0,05								
10800805	108	8	5	0,05								
10800905	108	9	5	0,05								
10801005	108	10	5	0,05								
10801105	108	11	5	0,05								
10801205	108	12	5	0,03								
10801305	108	13	5	0,03								
10801405	108	14	5	0,04								
10801505	108	15	5	0,04								
10801605	108	16	5	0,04								
10801705	108	17	5	0,05								
10801805	108	18	5	0,04								
10801905	108	19	5	0,04								
10802005	108	20	5	0,04								
10802105	108	21	5	0,04								
10802205	108	22	5	0,04								
10900605	109	6	5	0,05								
10900705	109	7	5	0,05								
10900805	109	8	5	0,05								
10900905	109	9	5	0,05								
10901005	109	10	5	0,05								
10901105	109	11	5	0,05								
10901205	109	12	5	0,04								
10901305	109	13	5	0,03								
10901405	109	14	5	0,04								
10901505	109	15	5	0,04								
10901605	109	16	5	0,04								
10901705	109	17	5	0,04								
10901805	109	18	5	0,04								
10901905	109	19	5	0,04								
10902005	109	20	5	0,04								
10902105	109	21	5	0,04								
10902205	109	22	5	0,04								
11000605	110	6	5	0,05								
11000705	110	7	5	0,05								
11000805	110	8	5	0,05								
11000905	110	9	5	0,05								
11001005	110	10	5	0,05								
11001105	110	11	5	0,05								
11001205	110	12	5	0,05								
11001305	110	13	5	0,05								
11001405	110	14	5	0,05								
11001505	110	15	5	0,04								
11001605	110	16	5	0,05								
11001705	110	17	5	0,04								
11001805	110	18	5	0,04								
11001905	110	19	5	0,04								
11002005	110	20	5	0,04								
11002105	110	21	5	0,04								
11002205	110	22	5	0,04								
